x,y,had_hit,hit_class,collider_id,current_collider_id,primitive_or_shape_id,hit_distance,hit_pos_x,hit_pos_y,hit_pos_z,normal_x,normal_y,normal_z,segment_count,step_count,domain_id,curvature_domain_id,path_length,accumulated_transport_length,boundary_event_count,portal_event_count,throat_event_count,max_steps_reached,budget_exhausted_without_hit,final_step_count,final_path_length,hit_found_after_budget_warning,first_accepted_had_hit,first_accepted_hit_distance,first_accepted_hit_pos_x,first_accepted_hit_pos_y,first_accepted_hit_pos_z,first_accepted_normal_x,first_accepted_normal_y,first_accepted_normal_z,first_accepted_collider_id,first_accepted_primitive_or_shape_id,first_accepted_segment_index,first_accepted_candidate_count
0,0,1,background,26390562202,26390562202,0,5.867807,-4.4,2.212442,-3.190025,1,0,0,87,87,0,0,5.867807,5.867807,0,,0,0,0,89,5.867807,0,1,5.867807,-4.4,2.212442,-3.190025,1,0,0,26390562202,0,57,0
1,0,1,background,26390562202,26390562202,0,6.008703,-4.4,2.332035,-3.362458,1,0,0,87,87,0,0,6.008703,6.008703,0,,0,0,0,89,6.008703,0,1,6.008703,-4.4,2.332035,-3.362458,1,0,0,26390562202,0,59,0
2,0,1,background,26390562202,26390562202,0,6.170319,-4.4,2.465292,-3.554599,1,0,0,87,87,0,0,6.170319,6.170319,0,,0,0,0,89,6.170319,0,1,6.170319,-4.4,2.465292,-3.554599,1,0,0,26390562202,0,60,0
3,0,1,background,26390562202,26390562202,0,6.356873,-4.4,2.614706,-3.770031,1,0,0,87,87,0,0,6.356873,6.356873,0,,0,0,0,89,6.356873,0,1,6.356873,-4.4,2.614706,-3.770031,1,0,0,26390562202,0,62,0
4,0,1,background,26390562202,26390562202,0,6.5737,-4.4,2.783396,-4.013259,1,0,0,87,87,0,0,6.5737,6.5737,0,,0,0,0,89,6.5737,0,1,6.5737,-4.4,2.783396,-4.013259,1,0,0,26390562202,0,64,0
5,0,1,background,26390562202,26390562202,0,6.82767,-4.4,2.975352,-4.29003,1,0,0,87,87,0,0,6.82767,6.82767,0,,0,0,0,89,6.82767,0,1,6.82767,-4.4,2.975352,-4.29003,1,0,0,26390562202,0,67,0
6,0,1,background,26289898898,26289898898,0,6.806284,-4.20156,3.051622,-4.4,0,0,1,87,87,0,0,6.806284,6.806284,0,,0,0,0,89,6.806284,0,1,6.806284,-4.20156,3.051622,-4.4,0,0,1,26289898898,0,67,0
7,0,1,background,26289898898,26289898898,0,6.618691,-3.890333,3.05162,-4.4,0,0,1,87,87,0,0,6.618691,6.618691,0,,0,0,0,89,6.618691,0,1,6.618691,-3.890333,3.05162,-4.4,0,0,1,26289898898,0,65,0
8,0,1,background,26289898898,26289898898,0,6.440683,-3.579107,3.05162,-4.4,0,0,1,87,87,0,0,6.440683,6.440683,0,,0,0,0,89,6.440683,0,1,6.440683,-3.579107,3.05162,-4.4,0,0,1,26289898898,0,63,0
9,0,1,background,26289898898,26289898898,0,6.273072,-3.267879,3.051622,-4.4,0,0,1,87,87,0,0,6.273072,6.273072,0,,0,0,0,89,6.273072,0,1,6.273072,-3.267879,3.051622,-4.4,0,0,1,26289898898,0,61,0
