x,y,had_hit,hit_class,collider_id,current_collider_id,primitive_or_shape_id,hit_distance,hit_pos_x,hit_pos_y,hit_pos_z,normal_x,normal_y,normal_z,segment_count,step_count,domain_id,curvature_domain_id,path_length,accumulated_transport_length,boundary_event_count,portal_event_count,throat_event_count,max_steps_reached,budget_exhausted_without_hit,final_step_count,final_path_length,hit_found_after_budget_warning,first_accepted_had_hit,first_accepted_hit_distance,first_accepted_hit_pos_x,first_accepted_hit_pos_y,first_accepted_hit_pos_z,first_accepted_normal_x,first_accepted_normal_y,first_accepted_normal_z,first_accepted_collider_id,first_accepted_primitive_or_shape_id,first_accepted_segment_index,first_accepted_candidate_count
0,0,1,background,26390562202,26390562202,0,5.867801,-4.4,2.21244,-3.190026,1,0,0,87,87,0,0,5.867801,5.867801,0,,0,0,0,89,5.867801,0,1,5.867801,-4.4,2.21244,-3.190026,1,0,0,26390562202,0,57,0
1,0,1,background,26390562202,26390562202,0,6.008698,-4.4,2.332034,-3.362456,1,0,0,87,87,0,0,6.008698,6.008698,0,,0,0,0,89,6.008698,0,1,6.008698,-4.4,2.332034,-3.362456,1,0,0,26390562202,0,59,0
2,0,1,background,26390562202,26390562202,0,6.170318,-4.4,2.465292,-3.554603,1,0,0,87,87,0,0,6.170318,6.170318,0,,0,0,0,89,6.170318,0,1,6.170318,-4.4,2.465292,-3.554603,1,0,0,26390562202,0,60,0
3,0,1,background,26390562202,26390562202,0,6.356866,-4.4,2.614705,-3.77003,1,0,0,87,87,0,0,6.356866,6.356866,0,,0,0,0,89,6.356866,0,1,6.356866,-4.4,2.614705,-3.77003,1,0,0,26390562202,0,62,0
4,0,1,background,26390562202,26390562202,0,6.573693,-4.4,2.783395,-4.013255,1,0,0,87,87,0,0,6.573693,6.573693,0,,0,0,0,89,6.573693,0,1,6.573693,-4.4,2.783395,-4.013255,1,0,0,26390562202,0,64,0
5,0,1,background,26390562202,26390562202,0,6.827672,-4.4,2.975357,-4.290036,1,0,0,87,87,0,0,6.827672,6.827672,0,,0,0,0,89,6.827672,0,1,6.827672,-4.4,2.975357,-4.290036,1,0,0,26390562202,0,67,0
6,0,1,background,26289898898,26289898898,0,6.806274,-4.201557,3.051618,-4.4,0,0,1,87,87,0,0,6.806274,6.806274,0,,0,0,0,89,6.806274,0,1,6.806274,-4.201557,3.051618,-4.4,0,0,1,26289898898,0,67,0
7,0,1,background,26289898898,26289898898,0,6.618685,-3.890333,3.05162,-4.4,0,0,1,87,87,0,0,6.618685,6.618685,0,,0,0,0,89,6.618685,0,1,6.618685,-3.890333,3.05162,-4.4,0,0,1,26289898898,0,65,0
8,0,1,background,26289898898,26289898898,0,6.44068,-3.579108,3.051624,-4.4,0,0,1,87,87,0,0,6.44068,6.44068,0,,0,0,0,89,6.44068,0,1,6.44068,-3.579108,3.051624,-4.4,0,0,1,26289898898,0,63,0
9,0,1,background,26289898898,26289898898,0,6.273066,-3.267877,3.051621,-4.4,0,0,1,87,87,0,0,6.273066,6.273066,0,,0,0,0,89,6.273066,0,1,6.273066,-3.267877,3.051621,-4.4,0,0,1,26289898898,0,61,0
